symbol	ensg	source
SELENOV	ENSG00000186838	HPA_tissue_enriched
LCE1A	ENSG00000186844	HPA_tissue_enriched
SERPINA11	ENSG00000186910	HPA_tissue_enriched
RHD	ENSG00000187010	HPA_tissue_enriched
PNLIPRP1	ENSG00000187021	HPA_tissue_enriched
TMPRSS6	ENSG00000187045	HPA_tissue_enriched
VSTM2B	ENSG00000187135	HPA_tissue_enriched
LCE2A	ENSG00000187173	HPA_tissue_enriched
LCE2C	ENSG00000187180	HPA_tissue_enriched
LCE2D	ENSG00000187223	HPA_tissue_enriched
FAM9C	ENSG00000187268	HPA_tissue_enriched
CDHR4	ENSG00000187492	HPA_tissue_enriched
PRR27	ENSG00000187533	HPA_tissue_enriched
AGMO	ENSG00000187546	HPA_tissue_enriched
C5orf52	ENSG00000187658	HPA_tissue_enriched
ERC2	ENSG00000187672	HPA_tissue_enriched
SLC18A3	ENSG00000187714	HPA_tissue_enriched
GABRD	ENSG00000187730	HPA_tissue_enriched
AMY1C	ENSG00000187733	HPA_tissue_enriched
C9orf153	ENSG00000187753	HPA_tissue_enriched
ADH1A	ENSG00000187758	HPA_tissue_enriched
LIN28B	ENSG00000187772	HPA_tissue_enriched
TTC24	ENSG00000187862	HPA_tissue_enriched
SHISA7	ENSG00000187902	HPA_tissue_enriched
C17orf99	ENSG00000187997	HPA_tissue_enriched
RTP5	ENSG00000188011	HPA_tissue_enriched
CLCN1	ENSG00000188037	HPA_tissue_enriched
NWD1	ENSG00000188039	HPA_tissue_enriched
PLA2G4E	ENSG00000188089	HPA_tissue_enriched
FAM166A	ENSG00000188163	HPA_tissue_enriched
BSPH1	ENSG00000188334	HPA_tissue_enriched
PRR19	ENSG00000188368	HPA_tissue_enriched
H3-5	ENSG00000188375	HPA_tissue_enriched
CLEC2A	ENSG00000188393	HPA_tissue_enriched
SLC24A5	ENSG00000188467	HPA_tissue_enriched
INSC	ENSG00000188487	HPA_tissue_enriched
ASAH2	ENSG00000188611	HPA_tissue_enriched
IGFL3	ENSG00000188624	HPA_tissue_enriched
DUSP29	ENSG00000188716	HPA_tissue_enriched
SKOR1	ENSG00000188779	HPA_tissue_enriched
SNTN	ENSG00000188817	HPA_tissue_enriched
TMC3	ENSG00000188869	HPA_tissue_enriched
LIPI	ENSG00000188992	HPA_tissue_enriched
RELN	ENSG00000189056	HPA_tissue_enriched
VSTM1	ENSG00000189068	HPA_tissue_enriched
ANKRD34B	ENSG00000189127	HPA_tissue_enriched
KRT77	ENSG00000189182	HPA_tissue_enriched
BNIP5	ENSG00000189325	HPA_tissue_enriched
GJB4	ENSG00000189433	HPA_tissue_enriched
PAX5	ENSG00000196092	HPA_tissue_enriched
MYT1	ENSG00000196132	HPA_tissue_enriched
SULT1C3	ENSG00000196228	HPA_tissue_enriched
STK31	ENSG00000196335	HPA_tissue_enriched
ADH7	ENSG00000196344	HPA_tissue_enriched
ELAVL3	ENSG00000196361	HPA_tissue_enriched
PRTN3	ENSG00000196415	HPA_tissue_enriched
C20orf204	ENSG00000196421	HPA_tissue_enriched
ASMT	ENSG00000196433	HPA_tissue_enriched
FAM180B	ENSG00000196666	HPA_tissue_enriched
LCE1B	ENSG00000196734	HPA_tissue_enriched
CLPSL2	ENSG00000196748	HPA_tissue_enriched
POU3F4	ENSG00000196767	HPA_tissue_enriched
CHRNG	ENSG00000196811	HPA_tissue_enriched
PATE2	ENSG00000196844	HPA_tissue_enriched
TOMM20L	ENSG00000196860	HPA_tissue_enriched
FAM163B	ENSG00000196990	HPA_tissue_enriched
KRT35	ENSG00000197079	HPA_tissue_enriched
LCE1C	ENSG00000197084	HPA_tissue_enriched
ADAM32	ENSG00000197140	HPA_tissue_enriched
ADGRA1	ENSG00000197177	HPA_tissue_enriched
CYSRT1	ENSG00000197191	HPA_tissue_enriched
IL27	ENSG00000197272	HPA_tissue_enriched
GUCA2A	ENSG00000197273	HPA_tissue_enriched
LYPD2	ENSG00000197353	HPA_tissue_enriched
CYP2B6	ENSG00000197408	HPA_tissue_enriched
H3C4	ENSG00000197409	HPA_tissue_enriched
FABP12	ENSG00000197416	HPA_tissue_enriched
OPALIN	ENSG00000197430	HPA_tissue_enriched
MYH6	ENSG00000197616	HPA_tissue_enriched
KRTAP26-1	ENSG00000197683	HPA_tissue_enriched
STPG3	ENSG00000197768	HPA_tissue_enriched
PRB3	ENSG00000197870	HPA_tissue_enriched
SLC22A6	ENSG00000197901	HPA_tissue_enriched
AADACL2	ENSG00000197953	HPA_tissue_enriched
CYP2A7	ENSG00000198077	HPA_tissue_enriched
ADH4	ENSG00000198099	HPA_tissue_enriched
CACNA1E	ENSG00000198216	HPA_tissue_enriched
KCNRG	ENSG00000198553	HPA_tissue_enriched
RD3	ENSG00000198570	HPA_tissue_enriched
AKR1C4	ENSG00000198610	HPA_tissue_enriched
TAT	ENSG00000198650	HPA_tissue_enriched
LPA	ENSG00000198670	HPA_tissue_enriched
TEX45	ENSG00000198723	HPA_tissue_enriched
GRIN3A	ENSG00000198785	HPA_tissue_enriched
MUC2	ENSG00000198788	HPA_tissue_enriched
GRM3	ENSG00000198822	HPA_tissue_enriched
SUCNR1	ENSG00000198829	HPA_tissue_enriched
C1orf68	ENSG00000198854	HPA_tissue_enriched
ECT2L	ENSG00000203734	HPA_tissue_enriched
LORICRIN	ENSG00000203782	HPA_tissue_enriched
PRR9	ENSG00000203783	HPA_tissue_enriched
KPRP	ENSG00000203786	HPA_tissue_enriched
HSD3B1	ENSG00000203857	HPA_tissue_enriched
HSD3B2	ENSG00000203859	HPA_tissue_enriched
OOEP	ENSG00000203907	HPA_tissue_enriched
LDLRAD1	ENSG00000203985	HPA_tissue_enriched
IFIT1B	ENSG00000204010	HPA_tissue_enriched
CT83	ENSG00000204019	HPA_tissue_enriched
LIPN	ENSG00000204020	HPA_tissue_enriched
LIPK	ENSG00000204021	HPA_tissue_enriched
LRIT2	ENSG00000204033	HPA_tissue_enriched
NEU4	ENSG00000204099	HPA_tissue_enriched
CXorf65	ENSG00000204165	HPA_tissue_enriched
XAGE1B	ENSG00000204382	HPA_tissue_enriched
MCCD1	ENSG00000204511	HPA_tissue_enriched
PSORS1C2	ENSG00000204538	HPA_tissue_enriched
CDSN	ENSG00000204539	HPA_tissue_enriched
PSORS1C1	ENSG00000204540	HPA_tissue_enriched
LRCOL1	ENSG00000204583	HPA_tissue_enriched
MOG	ENSG00000204655	HPA_tissue_enriched
CBY3	ENSG00000204659	HPA_tissue_enriched
MALRD1	ENSG00000204740	HPA_tissue_enriched
IGFL2	ENSG00000204866	HPA_tissue_enriched
KRT25	ENSG00000204897	HPA_tissue_enriched
TMEM88B	ENSG00000205116	HPA_tissue_enriched
FABP9	ENSG00000205186	HPA_tissue_enriched
MUC12	ENSG00000205277	HPA_tissue_enriched
KRT81	ENSG00000205426	HPA_tissue_enriched
HTN3	ENSG00000205649	HPA_tissue_enriched
TECRL	ENSG00000205678	HPA_tissue_enriched
ARRDC5	ENSG00000205784	HPA_tissue_enriched
TTC23L	ENSG00000205838	HPA_tissue_enriched
OLIG2	ENSG00000205927	HPA_tissue_enriched
RNASE13	ENSG00000206150	HPA_tissue_enriched
HBM	ENSG00000206177	HPA_tissue_enriched
COL6A6	ENSG00000206384	HPA_tissue_enriched
TRBV6-5	ENSG00000211721	HPA_tissue_enriched
TRBV5-1	ENSG00000211734	HPA_tissue_enriched
TRBV19	ENSG00000211746	HPA_tissue_enriched
TRBV20-1	ENSG00000211747	HPA_tissue_enriched
TRBV23-1	ENSG00000211749	HPA_tissue_enriched
TRBV27	ENSG00000211752	HPA_tissue_enriched
TRBC2	ENSG00000211772	HPA_tissue_enriched
TRAV4	ENSG00000211778	HPA_tissue_enriched
TRAV12-1	ENSG00000211785	HPA_tissue_enriched
TRAV12-2	ENSG00000211789	HPA_tissue_enriched
TRAV14DV4	ENSG00000211792	HPA_tissue_enriched
TRAV12-3	ENSG00000211794	HPA_tissue_enriched
TRAV17	ENSG00000211797	HPA_tissue_enriched
TRAV19	ENSG00000211799	HPA_tissue_enriched
TRAV20	ENSG00000211800	HPA_tissue_enriched
TRAV21	ENSG00000211801	HPA_tissue_enriched
TRAV22	ENSG00000211802	HPA_tissue_enriched
TRDV1	ENSG00000211804	HPA_tissue_enriched
TRAV24	ENSG00000211805	HPA_tissue_enriched
TRAV26-1	ENSG00000211807	HPA_tissue_enriched
TRAV27	ENSG00000211809	HPA_tissue_enriched
TRAV29DV5	ENSG00000211810	HPA_tissue_enriched
IGHA2	ENSG00000211890	HPA_tissue_enriched
KRTAP16-1	ENSG00000212657	HPA_tissue_enriched
KRTAP3-2	ENSG00000212900	HPA_tissue_enriched
KLK9	ENSG00000213022	HPA_tissue_enriched
SYT3	ENSG00000213023	HPA_tissue_enriched
CGB8	ENSG00000213030	HPA_tissue_enriched
CCDC183	ENSG00000213213	HPA_tissue_enriched
CSH2	ENSG00000213218	HPA_tissue_enriched
PVRIG	ENSG00000213413	HPA_tissue_enriched
FAM209B	ENSG00000213714	HPA_tissue_enriched
UGT2B11	ENSG00000213759	HPA_tissue_enriched
CCL27	ENSG00000213927	HPA_tissue_enriched
HBG1	ENSG00000213934	HPA_tissue_enriched
PRCD	ENSG00000214140	HPA_tissue_enriched
SPINK13	ENSG00000214510	HPA_tissue_enriched
ZC3H11C	ENSG00000214558	HPA_tissue_enriched
C10orf105	ENSG00000214688	HPA_tissue_enriched
CAPN14	ENSG00000214711	HPA_tissue_enriched
FER1L6	ENSG00000214814	HPA_tissue_enriched
CDRT15L2	ENSG00000214819	HPA_tissue_enriched
MUC5AC	ENSG00000215182	HPA_tissue_enriched
GAGE12G	ENSG00000215269	HPA_tissue_enriched
RNF212B	ENSG00000215277	HPA_tissue_enriched
CATSPERZ	ENSG00000219435	HPA_tissue_enriched
KRTAP1-5	ENSG00000221852	HPA_tissue_enriched
HMSD	ENSG00000221887	HPA_tissue_enriched
MYBPHL	ENSG00000221986	HPA_tissue_enriched
DCDC2B	ENSG00000222046	HPA_tissue_enriched
CDRT15	ENSG00000223510	HPA_tissue_enriched
GPX5	ENSG00000224586	HPA_tissue_enriched
GAGE12J	ENSG00000224659	HPA_tissue_enriched
APOC4-APOC2	ENSG00000224916	HPA_tissue_enriched
TEX22	ENSG00000226174	HPA_tissue_enriched
SRRM5	ENSG00000226763	HPA_tissue_enriched
SPANXB1	ENSG00000227234	HPA_tissue_enriched
ANKRD66	ENSG00000230062	HPA_tissue_enriched
CCDC192	ENSG00000230561	HPA_tissue_enriched
AKAIN1	ENSG00000231824	HPA_tissue_enriched
TMEM253	ENSG00000232070	HPA_tissue_enriched
TMEM114	ENSG00000232258	HPA_tissue_enriched
ERVH48-1	ENSG00000233056	HPA_tissue_enriched
TRGV2	ENSG00000233306	HPA_tissue_enriched
CCDC188	ENSG00000234409	HPA_tissue_enriched
KBTBD13	ENSG00000234438	HPA_tissue_enriched
SHISA8	ENSG00000234965	HPA_tissue_enriched
LCE6A	ENSG00000235942	HPA_tissue_enriched
PATE3	ENSG00000236027	HPA_tissue_enriched
GAGE12F	ENSG00000236362	HPA_tissue_enriched
PATE4	ENSG00000237353	HPA_tissue_enriched
TRBV3-1	ENSG00000237702	HPA_tissue_enriched
AMY1A	ENSG00000237763	HPA_tissue_enriched
PAGE2B	ENSG00000238269	HPA_tissue_enriched
IGKV1D-8	ENSG00000239819	HPA_tissue_enriched
TEX35	ENSG00000240021	HPA_tissue_enriched
LCE1F	ENSG00000240386	HPA_tissue_enriched
PCDHGC5	ENSG00000240764	HPA_tissue_enriched
CORT	ENSG00000241563	HPA_tissue_enriched
CCDC169	ENSG00000242715	HPA_tissue_enriched
STRC	ENSG00000242866	HPA_tissue_enriched
ERVW-1	ENSG00000242950	HPA_tissue_enriched
WFDC6	ENSG00000243543	HPA_tissue_enriched
RTL9	ENSG00000243978	HPA_tissue_enriched
LCE3C	ENSG00000244057	HPA_tissue_enriched
UGT1A7	ENSG00000244122	HPA_tissue_enriched
CFHR1	ENSG00000244414	HPA_tissue_enriched
UGT1A4	ENSG00000244474	HPA_tissue_enriched
ERVFRD-1	ENSG00000244476	HPA_tissue_enriched
UBAP1L	ENSG00000246922	HPA_tissue_enriched
C4orf54	ENSG00000248713	HPA_tissue_enriched
ACTN3	ENSG00000248746	HPA_tissue_enriched
TERB1	ENSG00000249961	HPA_tissue_enriched
YJEFN3	ENSG00000250067	HPA_tissue_enriched
GIMD1	ENSG00000250298	HPA_tissue_enriched
GYPB	ENSG00000250361	HPA_tissue_enriched
NACA2	ENSG00000253506	HPA_tissue_enriched
EIF5AL1	ENSG00000253626	HPA_tissue_enriched
PCDHGB1	ENSG00000254221	HPA_tissue_enriched
PRR23D1	ENSG00000255251	HPA_tissue_enriched
NOX5	ENSG00000255346	HPA_tissue_enriched
CARD18	ENSG00000255501	HPA_tissue_enriched
CYP2A6	ENSG00000255974	HPA_tissue_enriched
SMLR1	ENSG00000256162	HPA_tissue_enriched
SLCO1B3-SLCO1B7	ENSG00000257046	HPA_tissue_enriched
TEX49	ENSG00000257987	HPA_tissue_enriched
RNASE12	ENSG00000258436	HPA_tissue_enriched
C20orf141	ENSG00000258713	HPA_tissue_enriched
TRAV30	ENSG00000259092	HPA_tissue_enriched
LYPD8	ENSG00000259823	HPA_tissue_enriched
TGFBR3L	ENSG00000260001	HPA_tissue_enriched
ARMH2	ENSG00000260286	HPA_tissue_enriched
TBC1D3G	ENSG00000260287	HPA_tissue_enriched
KCNJ18	ENSG00000260458	HPA_tissue_enriched
MUC22	ENSG00000261272	HPA_tissue_enriched
TMEM249	ENSG00000261587	HPA_tissue_enriched
SCRT1	ENSG00000261678	HPA_tissue_enriched
RBP3	ENSG00000265203	HPA_tissue_enriched
APOC4	ENSG00000267467	HPA_tissue_enriched
HSFX2	ENSG00000268738	HPA_tissue_enriched
CT45A10	ENSG00000269586	HPA_tissue_enriched
C17orf50	ENSG00000270806	HPA_tissue_enriched
CTAGE15	ENSG00000271079	HPA_tissue_enriched
CEACAM20	ENSG00000273777	HPA_tissue_enriched
IGKV2-40	ENSG00000273962	HPA_tissue_enriched
ANTXRL	ENSG00000274209	HPA_tissue_enriched
GAGE13	ENSG00000274274	HPA_tissue_enriched
TRBV12-3	ENSG00000274752	HPA_tissue_enriched
H2AC12	ENSG00000274997	HPA_tissue_enriched
ZNF280B	ENSG00000275004	HPA_tissue_enriched
CCL16	ENSG00000275152	HPA_tissue_enriched
CCL18	ENSG00000275385	HPA_tissue_enriched
LYZL6	ENSG00000275722	HPA_tissue_enriched
RIMBP3	ENSG00000275793	HPA_tissue_enriched
H2AC14	ENSG00000276368	HPA_tissue_enriched
TRBV12-4	ENSG00000276953	HPA_tissue_enriched
H2AB3	ENSG00000277745	HPA_tissue_enriched
RDM1	ENSG00000278023	HPA_tissue_enriched
TRBV7-9	ENSG00000278030	HPA_tissue_enriched
CYP3A7-CYP3A51P	ENSG00000282301	HPA_tissue_enriched
TEX54	ENSG00000283268	HPA_tissue_enriched
TMEM247	ENSG00000284701	HPA_tissue_enriched
ACTL10	ENSG00000288649	HPA_tissue_enriched
UGT1A3	ENSG00000288702	HPA_tissue_enriched
WNT16	ENSG00000002745	HPA_group_enriched
SLC22A16	ENSG00000004809	HPA_group_enriched
ARX	ENSG00000004848	HPA_group_enriched
CACNG3	ENSG00000006116	HPA_group_enriched
UPP2	ENSG00000007001	HPA_group_enriched
NOS2	ENSG00000007171	HPA_group_enriched
SLC13A2	ENSG00000007216	HPA_group_enriched
SCN4A	ENSG00000007314	HPA_group_enriched
PAX6	ENSG00000007372	HPA_group_enriched
E2F2	ENSG00000007968	HPA_group_enriched
GABRA3	ENSG00000011677	HPA_group_enriched
SLC7A14	ENSG00000013293	HPA_group_enriched
NPC1L1	ENSG00000015520	HPA_group_enriched
SLC7A9	ENSG00000021488	HPA_group_enriched
GABRA1	ENSG00000022355	HPA_group_enriched
MYOM2	ENSG00000036448	HPA_group_enriched
OTC	ENSG00000036473	HPA_group_enriched
BEST2	ENSG00000039987	HPA_group_enriched
USH2A	ENSG00000042781	HPA_group_enriched
ROS1	ENSG00000047936	HPA_group_enriched
MCF2L2	ENSG00000053524	HPA_group_enriched
PTPRN	ENSG00000054356	HPA_group_enriched
CREB3L3	ENSG00000060566	HPA_group_enriched
GSC2	ENSG00000063515	HPA_group_enriched
TSPAN32	ENSG00000064201	HPA_group_enriched
ASPM	ENSG00000066279	HPA_group_enriched
CLDN18	ENSG00000066405	HPA_group_enriched
ACSM2B	ENSG00000066813	HPA_group_enriched
PRLH	ENSG00000071677	HPA_group_enriched
ASIC4	ENSG00000072182	HPA_group_enriched
CYP2W1	ENSG00000073067	HPA_group_enriched
TBX21	ENSG00000073861	HPA_group_enriched
SNCB	ENSG00000074317	HPA_group_enriched
ATP12A	ENSG00000075673	HPA_group_enriched
TUBA3D	ENSG00000075886	HPA_group_enriched
PAX2	ENSG00000075891	HPA_group_enriched
NMRK2	ENSG00000077009	HPA_group_enriched
ACTL6B	ENSG00000077080	HPA_group_enriched
SPAG6	ENSG00000077327	HPA_group_enriched
DNAAF6	ENSG00000080572	HPA_group_enriched
CHRNA3	ENSG00000080644	HPA_group_enriched
CDH7	ENSG00000081138	HPA_group_enriched
CACNA1S	ENSG00000081248	HPA_group_enriched
HAL	ENSG00000084110	HPA_group_enriched
SLCO1A2	ENSG00000084453	HPA_group_enriched
APOB	ENSG00000084674	HPA_group_enriched
NME8	ENSG00000086288	HPA_group_enriched
HBQ1	ENSG00000086506	HPA_group_enriched
PPEF1	ENSG00000086717	HPA_group_enriched
MYBPC2	ENSG00000086967	HPA_group_enriched
TMPRSS11E	ENSG00000087128	HPA_group_enriched
LHX5	ENSG00000089116	HPA_group_enriched
NOS1	ENSG00000089250	HPA_group_enriched
OTUB2	ENSG00000089723	HPA_group_enriched
RPGRIP1	ENSG00000092200	HPA_group_enriched
MYO3A	ENSG00000095777	HPA_group_enriched
KCNK16	ENSG00000095981	HPA_group_enriched
EFNA2	ENSG00000099617	HPA_group_enriched
CDHR5	ENSG00000099834	HPA_group_enriched
SLC8A3	ENSG00000100678	HPA_group_enriched
VSX1	ENSG00000100987	HPA_group_enriched
HNF4A	ENSG00000101076	HPA_group_enriched
NKAIN4	ENSG00000101198	HPA_group_enriched
COL20A1	ENSG00000101203	HPA_group_enriched
SPEF1	ENSG00000101222	HPA_group_enriched
PAK5	ENSG00000101349	HPA_group_enriched
CST9L	ENSG00000101435	HPA_group_enriched
SPINT3	ENSG00000101446	HPA_group_enriched
EPPIN	ENSG00000101448	HPA_group_enriched
NOL4	ENSG00000101746	HPA_group_enriched
ATP1B4	ENSG00000101892	HPA_group_enriched
GLRA2	ENSG00000101958	HPA_group_enriched
CD40LG	ENSG00000102245	HPA_group_enriched
PCDH11X	ENSG00000102290	HPA_group_enriched
SEC14L5	ENSG00000103184	HPA_group_enriched
AQP8	ENSG00000103375	HPA_group_enriched
IL21R	ENSG00000103522	HPA_group_enriched
ACSBG1	ENSG00000103740	HPA_group_enriched
DHDH	ENSG00000104808	HPA_group_enriched
KCNA7	ENSG00000104848	HPA_group_enriched
AMH	ENSG00000104899	HPA_group_enriched
CLEC4M	ENSG00000104938	HPA_group_enriched
SHD	ENSG00000105251	HPA_group_enriched
ZFR2	ENSG00000105278	HPA_group_enriched
ICAM4	ENSG00000105371	HPA_group_enriched
ODAD1	ENSG00000105479	HPA_group_enriched
SLC5A5	ENSG00000105641	HPA_group_enriched
PPP1R17	ENSG00000106341	HPA_group_enriched
MOGAT3	ENSG00000106384	HPA_group_enriched
LHX2	ENSG00000106689	HPA_group_enriched
ELAVL2	ENSG00000107105	HPA_group_enriched
TLX1	ENSG00000107807	HPA_group_enriched
LGI1	ENSG00000108231	HPA_group_enriched
CHRNE	ENSG00000108556	HPA_group_enriched
SLC6A4	ENSG00000108576	HPA_group_enriched
ASIC2	ENSG00000108684	HPA_group_enriched
CCL1	ENSG00000108702	HPA_group_enriched
KRT32	ENSG00000108759	HPA_group_enriched
CACNG1	ENSG00000108878	HPA_group_enriched
PHOX2B	ENSG00000109132	HPA_group_enriched
GABRA4	ENSG00000109158	HPA_group_enriched
NEIL3	ENSG00000109674	HPA_group_enriched
CCKBR	ENSG00000110148	HPA_group_enriched
KIAA1549L	ENSG00000110427	HPA_group_enriched
DAO	ENSG00000110887	HPA_group_enriched
MYF6	ENSG00000111046	HPA_group_enriched
MYF5	ENSG00000111049	HPA_group_enriched
FGF6	ENSG00000111241	HPA_group_enriched
IFNG	ENSG00000111537	HPA_group_enriched
RFX4	ENSG00000111783	HPA_group_enriched
RSPH4A	ENSG00000111834	HPA_group_enriched
ULBP1	ENSG00000111981	HPA_group_enriched
NR2E1	ENSG00000112333	HPA_group_enriched
UNC93A	ENSG00000112494	HPA_group_enriched
C6orf118	ENSG00000112539	HPA_group_enriched
HAVCR1	ENSG00000113249	HPA_group_enriched
AGXT2	ENSG00000113492	HPA_group_enriched
CSPG5	ENSG00000114646	HPA_group_enriched
OTOF	ENSG00000115155	HPA_group_enriched
SLC30A3	ENSG00000115194	HPA_group_enriched
KCNJ13	ENSG00000115474	HPA_group_enriched
OTX1	ENSG00000115507	HPA_group_enriched
SMYD1	ENSG00000115593	HPA_group_enriched
KISS1R	ENSG00000116014	HPA_group_enriched
VAX2	ENSG00000116035	HPA_group_enriched
TNR	ENSG00000116147	HPA_group_enriched
CHD5	ENSG00000116254	HPA_group_enriched
AMPD1	ENSG00000116748	HPA_group_enriched
HAO2	ENSG00000116882	HPA_group_enriched
NT5C1A	ENSG00000116981	HPA_group_enriched
CD160	ENSG00000117281	HPA_group_enriched
OLFM3	ENSG00000118733	HPA_group_enriched
TRIM67	ENSG00000119283	HPA_group_enriched
NKX2-3	ENSG00000119919	HPA_group_enriched
CRHR1	ENSG00000120088	HPA_group_enriched
INSL6	ENSG00000120210	HPA_group_enriched
MAGEB4	ENSG00000120289	HPA_group_enriched
KIF18A	ENSG00000121621	HPA_group_enriched
SV2C	ENSG00000122012	HPA_group_enriched
TBX22	ENSG00000122145	HPA_group_enriched
MYOG	ENSG00000122180	HPA_group_enriched
NXPH1	ENSG00000122584	HPA_group_enriched
TAF1L	ENSG00000122728	HPA_group_enriched
PHF24	ENSG00000122733	HPA_group_enriched
DNAI1	ENSG00000122735	HPA_group_enriched
NEUROG3	ENSG00000122859	HPA_group_enriched
NEUROD4	ENSG00000123307	HPA_group_enriched
HOXC12	ENSG00000123407	HPA_group_enriched
DAW1	ENSG00000123977	HPA_group_enriched
WFDC3	ENSG00000124116	HPA_group_enriched
GDAP1L1	ENSG00000124194	HPA_group_enriched
MAGEA10	ENSG00000124260	HPA_group_enriched
CHST8	ENSG00000124302	HPA_group_enriched
SLC17A1	ENSG00000124568	HPA_group_enriched
GPR18	ENSG00000125245	HPA_group_enriched
SOX21	ENSG00000125285	HPA_group_enriched
MYH2	ENSG00000125414	HPA_group_enriched
OPRL1	ENSG00000125510	HPA_group_enriched
LRRN4	ENSG00000125872	HPA_group_enriched
FAM83C	ENSG00000125998	HPA_group_enriched
SLURP1	ENSG00000126233	HPA_group_enriched
FFAR1	ENSG00000126266	HPA_group_enriched
DACH2	ENSG00000126733	HPA_group_enriched
TRPV5	ENSG00000127412	HPA_group_enriched
AUNIP	ENSG00000127423	HPA_group_enriched
GNG13	ENSG00000127588	HPA_group_enriched
IGLL1	ENSG00000128322	HPA_group_enriched
RIBC2	ENSG00000128408	HPA_group_enriched
VGF	ENSG00000128564	HPA_group_enriched
GAD1	ENSG00000128683	HPA_group_enriched
HOXD13	ENSG00000128714	HPA_group_enriched
TPH1	ENSG00000129167	HPA_group_enriched
USP6	ENSG00000129204	HPA_group_enriched
ART1	ENSG00000129744	HPA_group_enriched
CDH15	ENSG00000129910	HPA_group_enriched
SYT5	ENSG00000129990	HPA_group_enriched
GALNT8	ENSG00000130035	HPA_group_enriched
GDPD2	ENSG00000130055	HPA_group_enriched
ATP8B3	ENSG00000130270	HPA_group_enriched
CACNG6	ENSG00000130433	HPA_group_enriched
UNC13A	ENSG00000130477	HPA_group_enriched
CALY	ENSG00000130643	HPA_group_enriched
HBZ	ENSG00000130656	HPA_group_enriched
MNX1	ENSG00000130675	HPA_group_enriched
FIBCD1	ENSG00000130720	HPA_group_enriched
DUSP9	ENSG00000130829	HPA_group_enriched
SLC7A10	ENSG00000130876	HPA_group_enriched
CCL25	ENSG00000131142	HPA_group_enriched
G6PC1	ENSG00000131482	HPA_group_enriched
ABHD12B	ENSG00000131969	HPA_group_enriched
CNGA4	ENSG00000132259	HPA_group_enriched
SLC52A1	ENSG00000132517	HPA_group_enriched
FCRL2	ENSG00000132704	HPA_group_enriched
ATP8A2	ENSG00000132932	HPA_group_enriched
MYH8	ENSG00000133020	HPA_group_enriched
DYDC2	ENSG00000133665	HPA_group_enriched
TEX15	ENSG00000133863	HPA_group_enriched
UNC79	ENSG00000133958	HPA_group_enriched
TRPM1	ENSG00000134160	HPA_group_enriched
SYT6	ENSG00000134207	HPA_group_enriched
ANO3	ENSG00000134343	HPA_group_enriched
ERN2	ENSG00000134398	HPA_group_enriched
RAX	ENSG00000134438	HPA_group_enriched
KLB	ENSG00000134962	HPA_group_enriched
HNF1A	ENSG00000135100	HPA_group_enriched
HRK	ENSG00000135116	HPA_group_enriched
RNFT2	ENSG00000135119	HPA_group_enriched
UGT2A3	ENSG00000135220	HPA_group_enriched
EMX1	ENSG00000135638	HPA_group_enriched
SLC9A5	ENSG00000135740	HPA_group_enriched
RGS8	ENSG00000135824	HPA_group_enriched
CNMD	ENSG00000136110	HPA_group_enriched
NKX2-8	ENSG00000136327	HPA_group_enriched
NKX2-1	ENSG00000136352	HPA_group_enriched
GH2	ENSG00000136487	HPA_group_enriched
BRIP1	ENSG00000136492	HPA_group_enriched
BLK	ENSG00000136573	HPA_group_enriched
IL36G	ENSG00000136688	HPA_group_enriched
IL36A	ENSG00000136694	HPA_group_enriched
IL36RN	ENSG00000136695	HPA_group_enriched
IL36B	ENSG00000136696	HPA_group_enriched
WDR38	ENSG00000136918	HPA_group_enriched
NR5A1	ENSG00000136931	HPA_group_enriched
TTC29	ENSG00000137473	HPA_group_enriched
NXPE4	ENSG00000137634	HPA_group_enriched
CASP5	ENSG00000137757	HPA_group_enriched
UNC13C	ENSG00000137766	HPA_group_enriched
KNL1	ENSG00000137812	HPA_group_enriched
ABCG5	ENSG00000138075	HPA_group_enriched
CDK15	ENSG00000138395	HPA_group_enriched
HCN4	ENSG00000138622	HPA_group_enriched
MTTP	ENSG00000138823	HPA_group_enriched
SLCO1C1	ENSG00000139155	HPA_group_enriched
COL2A1	ENSG00000139219	HPA_group_enriched
PDX1	ENSG00000139515	HPA_group_enriched
SLC39A5	ENSG00000139540	HPA_group_enriched
CELA1	ENSG00000139610	HPA_group_enriched
SRRM4	ENSG00000139767	HPA_group_enriched
MDGA2	ENSG00000139915	HPA_group_enriched
FAM181A	ENSG00000140067	HPA_group_enriched
SLC24A4	ENSG00000140090	HPA_group_enriched
CCDC33	ENSG00000140481	HPA_group_enriched
LMAN1L	ENSG00000140506	HPA_group_enriched
MYLK3	ENSG00000140795	HPA_group_enriched
ADAMTS18	ENSG00000140873	HPA_group_enriched
UNC45B	ENSG00000141161	HPA_group_enriched
IL19	ENSG00000142224	HPA_group_enriched
NLRP12	ENSG00000142405	HPA_group_enriched
TM4SF5	ENSG00000142484	HPA_group_enriched
ACP4	ENSG00000142513	HPA_group_enriched
PADI3	ENSG00000142619	HPA_group_enriched
ADCY10	ENSG00000143199	HPA_group_enriched
CNIH3	ENSG00000143786	HPA_group_enriched
ABCG8	ENSG00000143921	HPA_group_enriched
NXPH2	ENSG00000144227	HPA_group_enriched
SLC4A10	ENSG00000144290	HPA_group_enriched
